neighbourhood,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,host_duration_days,log_price,location_cluster
Haight Ashbury,1,1,Private room in condo,Private room,2,1,212.0,3266,5.3612921657094255,1
Financial District,1,1,Private room in rental unit,Private room,2,1,65.0,2058,4.189654742026425,0
Mission,5,0,Entire rental unit,Entire home/apt,6,3,250.0,1644,5.5254529391317835,3
Outer Sunset,1,1,Entire home,Entire home/apt,4,2,100.0,2857,4.61512051684126,2
Mission,5,0,Private room in rental unit,Private room,1,1,90.0,1644,4.51085950651685,3
Financial District,1,1,Entire rental unit,Entire home/apt,2,1,150.0,1679,5.017279836814924,0
Noe Valley,1,0,Private room in home,Private room,2,1,120.0,1578,4.795790545596741,1
Haight Ashbury,1,1,Entire condo,Entire home/apt,2,1,105.0,4413,4.663439094112067,1
Bernal Heights,2,1,Private room in rental unit,Private room,1,1,80.0,2074,4.394449154672439,3
Nob Hill,46,1,Entire serviced apartment,Entire home/apt,3,1,95.0,2764,4.564348191467836,0
Nob Hill,46,1,Entire serviced apartment,Entire home/apt,3,1,95.0,2764,4.564348191467836,0
Chinatown,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Chinatown,46,1,Entire serviced apartment,Entire home/apt,3,1,95.0,2764,4.564348191467836,0
Chinatown,46,1,Entire condo,Entire home/apt,3,2,95.0,2764,4.564348191467836,0
Chinatown,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Chinatown,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Ocean View,1,1,Entire guest suite,Entire home/apt,2,2,151.0,2789,5.0238805208462765,4
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,83.0,4000,4.430816798843313,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,2,95.0,2764,4.564348191467836,0
Inner Sunset,3,1,Entire guesthouse,Entire home/apt,4,2,279.0,3590,5.634789603169249,2
Bernal Heights,1,1,Private room in home,Private room,2,1,180.0,2368,5.198497031265826,3
Russian Hill,27,1,Room in boutique hotel,Private room,4,2,379.0,2957,5.940171252720432,0
Downtown/Civic Center,2,1,Room in boutique hotel,Private room,2,1,10000.0,1576,9.210440366976517,0
Downtown/Civic Center,2,1,Room in boutique hotel,Private room,2,1,10000.0,1576,9.210440366976517,0
Russian Hill,27,1,Room in boutique hotel,Private room,6,3,445.0,2957,6.100318952020064,0
Russian Hill,27,1,Room in boutique hotel,Private room,4,2,369.0,2957,5.91350300563827,0
Russian Hill,27,1,Room in boutique hotel,Private room,4,2,369.0,2957,5.91350300563827,0
Russian Hill,27,1,Room in boutique hotel,Private room,6,3,445.0,2957,6.100318952020064,0
Marina,7,1,Entire rental unit,Entire home/apt,6,3,163.0,3590,5.099866427824199,0
Inner Sunset,1,1,Entire rental unit,Entire home/apt,4,2,180.0,3561,5.198497031265826,2
Haight Ashbury,5,1,Entire guesthouse,Entire home/apt,3,3,70.0,3538,4.2626798770413155,1
Chinatown,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Glen Park,1,1,Entire guest suite,Entire home/apt,2,1,110.0,3040,4.709530201312334,4
Bernal Heights,1,0,Entire rental unit,Entire home/apt,4,2,500.0,1976,6.2166061010848646,3
Nob Hill,46,1,Entire condo,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Noe Valley,1,1,Entire rental unit,Entire home/apt,6,3,235.0,1943,5.4638318050256105,1
Downtown/Civic Center,1,1,Private room in rental unit,Private room,1,1,42.0,2608,3.7612001156935624,0
Bernal Heights,2,0,Entire guest suite,Entire home/apt,2,1,80.0,3795,4.394449154672439,3
Outer Mission,1,1,Entire home,Entire home/apt,2,1,120.0,3432,4.795790545596741,4
Excelsior,1,1,Entire guest suite,Entire home/apt,5,3,161.0,1591,5.087596335232384,4
Financial District,1,0,Entire condo,Entire home/apt,5,3,325.0,1570,5.786897381366708,0
Bayview,1,1,Private room in home,Private room,2,1,95.0,3101,4.564348191467836,3
Excelsior,2,1,Entire rental unit,Entire home/apt,4,2,115.0,3376,4.7535901911063645,4
Bernal Heights,1,1,Entire cottage,Entire home/apt,6,3,275.0,1565,5.62040086571715,3
Lakeshore,2,1,Private room in rental unit,Private room,2,1,89.0,4462,4.499809670330265,2
Noe Valley,1,0,Entire cottage,Entire home/apt,2,1,240.0,1567,5.484796933490655,1
Pacific Heights,1,1,Entire rental unit,Entire home/apt,1,1,150.0,3526,5.017279836814924,1
Nob Hill,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Outer Richmond,2,1,Entire guest suite,Entire home/apt,5,3,260.0,2927,5.564520407322694,2
Western Addition,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Mission,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Western Addition,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Western Addition,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Nob Hill,55,1,Private room in home,Private room,1,1,47.0,1633,3.871201010907891,0
Nob Hill,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,0
Marina,2,1,Entire condo,Entire home/apt,2,1,382.0,3483,5.948034989180646,0
Outer Mission,3,1,Entire guest suite,Entire home/apt,5,2,150.0,2246,5.017279836814924,4
Noe Valley,4,1,Entire home,Entire home/apt,5,3,170.0,4473,5.14166355650266,1
Castro/Upper Market,5,1,Entire rental unit,Entire home/apt,2,2,140.0,3798,4.948759890378168,1
Western Addition,3,1,Entire rental unit,Entire home/apt,5,2,310.0,4016,5.739792912179234,1
Russian Hill,1,1,Entire condo,Entire home/apt,2,1,300.0,3278,5.707110264748875,0
Noe Valley,1,1,Entire guest suite,Entire home/apt,2,1,257.0,1561,5.552959584921617,1
Ocean View,5,1,Private room in home,Private room,2,1,74.0,4410,4.31748811353631,4
Pacific Heights,1,1,Entire condo,Entire home/apt,2,1,345.0,2828,5.846438775057725,0
Bayview,1,1,Entire home,Entire home/apt,7,3,180.0,4192,5.198497031265826,3
Downtown/Civic Center,138,1,Entire rental unit,Entire home/apt,4,2,335.0,2540,5.817111159963204,0
Mission,3,1,Entire rental unit,Entire home/apt,3,2,125.0,1640,4.836281906951478,3
Outer Mission,3,1,Private room in guest suite,Private room,4,3,325.0,4229,5.786897381366708,4
Haight Ashbury,1,1,Entire cottage,Entire home/apt,2,1,295.0,4678,5.69035945432406,1
Bayview,3,0,Private room in home,Private room,1,1,90.0,3328,4.51085950651685,3
North Beach,2,1,Entire rental unit,Entire home/apt,6,3,400.0,1549,5.993961427306569,0
Downtown/Civic Center,12,1,Shared room in hostel,Shared room,1,1,48.0,2582,3.8918202981106265,0
Ocean View,2,1,Entire home,Entire home/apt,8,4,625.0,3731,6.439350371100098,4
South of Market,138,1,Entire rental unit,Entire home/apt,2,1,200.0,2540,5.303304908059076,0
South of Market,138,1,Entire rental unit,Entire home/apt,2,1,174.0,2540,5.1647859739235145,0
Financial District,7,1,Room in boutique hotel,Private room,2,1,9999.0,1577,9.210340371976184,0
Financial District,7,1,Room in boutique hotel,Private room,2,1,9999.0,1577,9.210340371976184,0
Financial District,7,1,Room in boutique hotel,Private room,2,1,9999.0,1577,9.210340371976184,0
Financial District,7,1,Room in boutique hotel,Private room,2,1,9999.0,1577,9.210340371976184,0
Financial District,7,1,Room in boutique hotel,Private room,2,1,279.0,1577,5.634789603169249,0
Potrero Hill,2,1,Entire rental unit,Entire home/apt,2,2,110.0,2744,4.709530201312334,3
Bayview,2,1,Entire home,Entire home/apt,6,3,255.0,3498,5.545177444479562,3
North Beach,3,1,Entire rental unit,Entire home/apt,4,3,165.0,3852,5.111987788356544,0
Mission,1,1,Entire rental unit,Entire home/apt,4,1,150.0,1545,5.017279836814924,3
Bernal Heights,1,1,Entire home,Entire home/apt,4,2,299.0,1569,5.703782474656201,3
Russian Hill,2,1,Entire serviced apartment,Entire home/apt,6,2,799.0,4025,6.684611727667927,0
Mission,1,0,Private room in condo,Private room,2,1,127.0,1539,4.852030263919617,1
Western Addition,2,1,Private room in condo,Private room,3,2,131.0,3029,4.882801922586371,1
Pacific Heights,1,0,Entire rental unit,Entire home/apt,2,1,135.0,1539,4.912654885736052,0
Outer Mission,3,1,Entire guest suite,Entire home/apt,2,1,148.0,4115,5.003946305945459,4
Pacific Heights,1,1,Private room in condo,Private room,2,2,50.0,3705,3.9318256327243257,0
Nob Hill,3,1,Room in aparthotel,Entire home/apt,4,2,386.0,3235,5.958424693029782,0
Marina,1,1,Private room in home,Private room,6,3,525.0,1745,6.26530121273771,1
Western Addition,55,1,Private room in home,Private room,2,1,60.0,1633,4.110873864173311,1
Mission,55,1,Private room in home,Private room,2,1,60.0,1633,4.110873864173311,1
Nob Hill,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,0
Outer Sunset,16,1,Entire rental unit,Entire home/apt,1,1,110.0,4487,4.709530201312334,2
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,95.0,2764,4.564348191467836,0
Castro/Upper Market,1,1,Entire home,Entire home/apt,4,2,170.0,1845,5.14166355650266,1
Outer Sunset,1,1,Private room in home,Private room,4,3,175.0,1536,5.170483995038151,2
South of Market,2,1,Private room in home,Private room,1,1,50.0,2031,3.9318256327243257,0
Outer Richmond,3,1,Entire rental unit,Entire home/apt,6,3,445.0,2368,6.100318952020064,2
Inner Sunset,1,1,Entire condo,Entire home/apt,2,1,186.0,3479,5.231108616854587,2
Outer Mission,1,1,Entire home,Entire home/apt,5,2,292.0,3797,5.680172609017068,4
South of Market,3,1,Entire home,Entire home/apt,6,3,950.0,3172,6.85751406254539,0
Bernal Heights,1,0,Entire guest suite,Entire home/apt,1,1,175.0,3721,5.170483995038151,3
Mission,1,1,Private room in condo,Private room,2,1,124.0,2757,4.8283137373023015,3
Financial District,138,1,Entire rental unit,Entire home/apt,2,1,295.0,2540,5.69035945432406,0
Marina,138,1,Entire rental unit,Entire home/apt,4,2,262.0,2540,5.572154032177765,1
Western Addition,2,1,Private room in rental unit,Private room,1,1,75.0,4631,4.330733340286331,1
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,95.0,2764,4.564348191467836,0
Downtown/Civic Center,3,1,Entire condo,Entire home/apt,6,3,643.0,3235,6.467698726104354,0
Ocean View,1,1,Private room in home,Private room,2,1,85.0,3263,4.454347296253507,4
Western Addition,6,1,Entire rental unit,Entire home/apt,2,1,95.0,3828,4.564348191467836,1
Downtown/Civic Center,1,1,Room in hotel,Private room,6,3,800.0,3517,6.68586094706836,0
Western Addition,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Mission,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Mission,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Nob Hill,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,0
Glen Park,1,1,Private room in condo,Private room,1,1,130.0,4164,4.875197323201151,3
Excelsior,1,1,Private room in home,Private room,2,1,83.0,1862,4.430816798843313,4
Inner Richmond,1,1,Entire condo,Entire home/apt,2,1,149.0,3794,5.0106352940962555,1
Downtown/Civic Center,138,1,Entire rental unit,Entire home/apt,2,1,228.0,2540,5.43372200355424,0
Castro/Upper Market,3,1,Entire bungalow,Entire home/apt,4,2,438.0,3106,6.0844994130751715,1
Mission,55,1,Private room in home,Private room,2,1,60.0,1633,4.110873864173311,1
Haight Ashbury,1,0,Entire rental unit,Entire home/apt,2,1,143.0,2655,4.969813299576001,1
Inner Sunset,1,1,Private room in rental unit,Private room,1,1,145.0,4908,4.983606621708336,1
South of Market,1,1,Private room in condo,Private room,1,1,89.0,1518,4.499809670330265,0
Bernal Heights,6,1,Private room in home,Private room,2,1,176.0,4269,5.176149732573829,3
South of Market,3,1,Private room in home,Private room,2,1,190.0,3172,5.25227342804663,0
Russian Hill,5,1,Entire rental unit,Entire home/apt,2,1,65.0,3798,4.189654742026425,0
Financial District,138,1,Entire rental unit,Entire home/apt,2,1,305.0,2540,5.723585101952381,0
Financial District,138,1,Entire rental unit,Entire home/apt,2,1,324.0,2540,5.783825182329737,0
South of Market,3,1,Private room in home,Private room,2,1,190.0,3172,5.25227342804663,0
Western Addition,3,1,Private room in rental unit,Private room,1,1,56.0,3659,4.04305126783455,1
Bernal Heights,1,1,Entire home,Entire home/apt,8,5,395.0,3406,5.981414211254481,3
Downtown/Civic Center,3,1,Entire rental unit,Entire home/apt,3,2,105.0,4151,4.663439094112067,0
Mission,1,1,Entire rental unit,Entire home/apt,2,1,199.0,1616,5.298317366548036,3
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,3,1,95.0,2764,4.564348191467836,0
Bernal Heights,1,1,Private room in home,Private room,6,3,268.0,1653,5.594711379601839,3
Haight Ashbury,2,1,Entire guest suite,Entire home/apt,4,2,185.0,3949,5.225746673713202,1
Downtown/Civic Center,8,1,Entire condo,Entire home/apt,4,2,500.0,1739,6.2166061010848646,0
South of Market,138,1,Entire rental unit,Entire home/apt,2,1,220.0,2540,5.3981627015177525,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,2,1,95.0,2764,4.564348191467836,0
Chinatown,5,1,Room in boutique hotel,Private room,2,1,135.0,1505,4.912654885736052,0
Chinatown,5,1,Room in boutique hotel,Private room,2,1,165.0,1505,5.111987788356544,0
Chinatown,5,1,Room in boutique hotel,Private room,2,1,210.0,1505,5.351858133476067,0
Castro/Upper Market,1,1,Entire condo,Entire home/apt,5,3,250.0,2914,5.5254529391317835,1
Ocean View,3,1,Private room in condo,Private room,2,1,149.0,4450,5.0106352940962555,4
Outer Mission,3,1,Entire condo,Entire home/apt,4,2,222.0,4450,5.407171771460119,4
Financial District,2,1,Room in boutique hotel,Private room,2,1,383.0,1578,5.950642552587727,0
Financial District,2,1,Room in boutique hotel,Private room,2,1,356.0,1578,5.877735781779639,0
West of Twin Peaks,1,1,Private room in home,Private room,2,1,84.0,1506,4.442651256490317,4
Western Addition,2,1,Private room in condo,Private room,2,1,195.0,3862,5.278114659230517,1
Haight Ashbury,1,1,Private room in condo,Private room,1,1,50.0,1653,3.9318256327243257,1
Haight Ashbury,2,1,Entire rental unit,Entire home/apt,2,3,165.0,3017,5.111987788356544,1
Excelsior,3,1,Private room in home,Private room,2,1,78.0,4152,4.3694478524670215,3
Excelsior,3,1,Private room in home,Private room,2,1,65.0,4152,4.189654742026425,3
Downtown/Civic Center,29,1,Private room in resort,Private room,4,2,1000.0,3889,6.90875477931522,0
Inner Richmond,22,1,Entire rental unit,Entire home/apt,4,2,134.0,1504,4.90527477843843,2
Inner Sunset,30,1,Entire rental unit,Entire home/apt,2,1,83.0,2407,4.430816798843313,2
Outer Sunset,2,1,Entire home,Entire home/apt,4,2,250.0,4510,5.5254529391317835,2
Mission,3,1,Private room in home,Private room,2,1,109.0,4143,4.700480365792417,3
Downtown/Civic Center,3,1,Entire condo,Entire home/apt,2,1,65.0,2484,4.189654742026425,0
Bayview,1,1,Entire townhouse,Entire home/apt,6,3,168.0,3102,5.1298987149230735,3
Outer Richmond,1,1,Entire condo,Entire home/apt,10,7,429.0,2455,6.063785208687608,2
Western Addition,1,1,Private room in home,Private room,1,1,100.0,4709,4.61512051684126,1
